回号,抽せん日,当せん番号,ストレート_口数,ストレート_金額,ボックス_口数,ボックス_金額,セットS_口数,セットS_金額,セットB_口数,セットB_金額,ミニ_口数,ミニ_金額,パターン,百の位,十の位,一の位,合計,最大,最小,最大-最小,曜日_int,曜日,パターン_code
6705,2025-04-16,629,97,79700,470,13200,245,46400,1025,6600,469,7900,全て異なる,6,2,9,17,9,2,7,2,水曜日,0
6706,2025-04-17,249,59,104800,439,17400,137,61100,1008,8700,414,10400,全て異なる,2,4,9,15,9,2,7,3,木曜日,0
6707,2025-04-18,440,121,87400,266,29100,194,58200,355,14500,417,8700,2桁一致,4,4,0,8,4,0,4,4,金曜日,1
6708,2025-04-21,637,82,102000,530,17000,192,59500,1015,8500,434,10200,全て異なる,6,3,7,16,7,3,4,0,月曜日,0
6709,2025-04-22,20,100,120200,125,40000,87,80100,214,20000,460,12000,2桁一致,0,2,0,2,2,0,2,1,火曜日,1
6710,2025-04-23,896,148,90700,286,15100,122,52900,694,7500,491,9000,全て異なる,8,9,6,23,9,6,3,2,水曜日,0
6711,2025-04-24,978,58,100400,458,16700,151,58500,972,8300,447,10000,全て異なる,9,7,8,24,9,7,2,3,木曜日,0
6712,2025-04-25,446,65,125400,198,41800,114,83600,234,20900,555,12500,2桁一致,4,4,6,14,6,4,2,4,金曜日,1
6713,2025-04-28,718,262,63100,512,10500,264,36800,1119,5200,620,6300,全て異なる,7,1,8,16,8,1,7,0,月曜日,0
6714,2025-04-29,253,102,79100,482,13100,146,46100,1241,6500,414,7900,全て異なる,2,5,3,10,5,2,3,1,火曜日,0
6715,2025-04-30,878,194,88700,200,29500,130,59100,243,14700,322,8800,2桁一致,8,7,8,23,8,7,1,2,水曜日,1
6716,2025-05-01,752,107,98700,477,16400,140,57500,1065,8200,323,9800,全て異なる,7,5,2,14,7,2,5,3,木曜日,0
6717,2025-05-02,652,161,87700,466,14600,123,51100,1116,7300,340,8700,全て異なる,6,5,2,13,6,2,4,4,金曜日,0
6718,2025-05-05,133,58,104000,279,34600,118,69300,411,17300,901,10400,2桁一致,1,3,3,7,3,1,2,0,月曜日,1
6719,2025-05-06,157,78,82600,531,13700,165,48100,1105,6800,380,8200,全て異なる,1,5,7,13,7,1,6,1,火曜日,0
6720,2025-05-07,990,99,96500,252,32100,141,64300,337,16000,387,9600,2桁一致,9,9,0,18,9,0,9,2,水曜日,1
6721,2025-05-08,990,88,87700,280,29200,192,58400,399,14600,334,8700,2桁一致,9,9,0,18,9,0,9,3,木曜日,1
6722,2025-05-09,190,394,43000,835,7100,262,25000,1724,3500,574,4300,全て異なる,1,9,0,10,9,0,9,4,金曜日,0
6723,2025-05-12,502,83,103400,511,17200,182,60300,966,8600,547,10300,全て異なる,5,0,2,7,5,0,5,0,月曜日,0
6724,2025-05-13,152,74,70100,675,11600,225,40800,1488,5800,433,7000,全て異なる,1,5,2,8,5,1,4,1,火曜日,0
6725,2025-05-14,122,109,74400,285,24800,217,49600,368,12400,587,7400,2桁一致,1,2,2,5,2,1,1,2,水曜日,1
6726,2025-05-15,371,218,65500,395,10900,239,38200,1053,5400,485,6500,全て異なる,3,7,1,11,7,1,6,3,木曜日,0
6727,2025-05-16,611,103,82200,255,27400,191,54800,364,13700,836,8200,2桁一致,6,1,1,8,6,1,5,4,金曜日,1
6728,2025-05-19,870,95,108200,404,18000,156,63100,925,9000,335,10800,全て異なる,8,7,0,15,8,0,8,0,月曜日,0
6729,2025-05-20,263,56,115400,345,19200,101,67300,907,9600,312,11500,全て異なる,2,6,3,11,6,2,4,1,火曜日,0
6730,2025-05-21,355,113,79000,171,26300,159,52600,253,13100,962,7900,2桁一致,3,5,5,13,5,3,2,2,水曜日,1
6731,2025-05-22,680,40,124500,314,20700,116,72600,733,10300,411,12400,全て異なる,6,8,0,14,8,0,8,3,木曜日,0
6732,2025-05-23,752,81,84100,577,14000,207,49000,1150,7000,527,8400,全て異なる,7,5,2,14,7,2,5,4,金曜日,0
6733,2025-05-26,902,188,80300,491,13300,206,46800,927,6600,500,8000,全て異なる,9,0,2,11,9,0,9,0,月曜日,0
6734,2025-05-27,238,94,88700,372,14700,162,51700,966,7300,411,8800,全て異なる,2,3,8,13,8,2,6,1,火曜日,0
6735,2025-05-28,564,226,71100,389,11800,127,41400,803,5900,460,7100,全て異なる,5,6,4,15,6,4,2,2,水曜日,0
6736,2025-05-29,849,65,95800,377,15900,155,55800,928,7900,528,9500,全て異なる,8,4,9,21,9,4,5,3,木曜日,0
6737,2025-05-30,549,44,105200,431,17500,148,61300,1049,8700,449,10500,全て異なる,5,4,9,18,9,4,5,4,金曜日,0
6738,2025-06-02,898,71,108600,249,36200,185,72400,350,18100,562,10800,2桁一致,8,9,8,25,9,8,1,0,月曜日,1
6739,2025-06-03,800,63,91400,233,30400,148,60900,252,15200,742,9100,2桁一致,8,0,0,8,8,0,8,1,火曜日,1
6740,2025-06-04,819,138,58700,539,9700,362,34200,1039,4800,545,5800,全て異なる,8,1,9,18,9,1,8,2,水曜日,0
6741,2025-06-05,66,63,95200,239,31700,151,63400,365,15800,578,9500,2桁一致,0,6,6,12,6,0,6,3,木曜日,1
6742,2025-06-06,227,279,54200,291,18000,266,36100,330,9000,756,5400,2桁一致,2,2,7,11,7,2,5,4,金曜日,1
6743,2025-06-09,490,47,127800,377,21300,143,74500,845,10600,560,12700,全て異なる,4,9,0,13,9,0,9,0,月曜日,0
6744,2025-06-10,284,43,105400,401,17500,131,61400,871,8700,445,10500,全て異なる,2,8,4,14,8,2,6,1,火曜日,0
6745,2025-06-11,918,159,77700,350,12900,161,45300,751,6400,437,7700,全て異なる,9,1,8,18,9,1,8,2,水曜日,0
6746,2025-06-12,535,39,112800,194,37600,121,75200,332,18800,463,11200,2桁一致,5,3,5,13,5,3,2,3,木曜日,1
6747,2025-06-13,69,60,100900,413,16800,188,58800,953,8400,583,10000,全て異なる,0,6,9,15,9,0,9,4,金曜日,0
6748,2025-06-16,40,108,117200,206,39000,135,78100,273,19500,510,11700,2桁一致,0,4,0,4,4,0,4,0,月曜日,1
6749,2025-06-17,482,116,82200,484,13700,164,47900,1003,6800,349,8200,全て異なる,4,8,2,14,8,2,6,1,火曜日,0
6750,2025-06-18,120,350,52200,358,8700,256,30400,730,4300,507,5200,全て異なる,1,2,0,3,2,0,2,2,水曜日,0
6751,2025-06-19,695,45,120500,350,20000,123,70200,680,10000,419,12000,全て異なる,6,9,5,20,9,5,4,3,木曜日,0
6752,2025-06-20,536,59,103600,438,17200,157,60400,965,8600,455,10300,全て異なる,5,3,6,14,6,3,3,4,金曜日,0
6753,2025-06-23,870,56,119200,403,19800,157,69500,889,9900,475,11900,全て異なる,8,7,0,15,8,0,8,0,月曜日,0
6754,2025-06-24,652,76,95600,422,15900,117,55700,951,7900,527,9500,全て異なる,6,5,2,13,6,2,4,1,火曜日,0
6755,2025-06-25,306,106,97800,379,16300,178,57000,765,8100,328,9700,全て異なる,3,0,6,9,6,0,6,2,水曜日,0
6756,2025-06-26,458,201,62300,359,10300,228,36300,803,5100,900,6200,全て異なる,4,5,8,17,8,4,4,3,木曜日,0
6757,2025-06-27,621,240,59300,517,9800,272,34500,1156,4900,434,5900,全て異なる,6,2,1,9,6,1,5,4,金曜日,0
6758,2025-06-30,149,74,93000,615,15500,180,54200,1225,7700,618,9300,全て異なる,1,4,9,14,9,1,8,0,月曜日,0
6759,2025-07-01,307,80,88100,451,14600,208,51300,956,7300,361,8800,全て異なる,3,0,7,10,7,0,7,1,火曜日,0
6760,2025-07-02,897,34,134400,324,22400,106,78400,657,11200,559,13400,全て異なる,8,9,7,24,9,7,2,2,水曜日,0
6761,2025-07-03,108,106,57800,566,9600,444,33700,1078,4800,462,5700,全て異なる,1,0,8,9,8,0,8,3,木曜日,0
6762,2025-07-04,407,88,81200,568,13500,235,47300,1181,6700,368,8100,全て異なる,4,0,7,11,7,0,7,4,金曜日,0
6763,2025-07-07,190,92,83000,635,13800,244,48400,1442,6900,681,8300,全て異なる,1,9,0,10,9,0,9,0,月曜日,0
6764,2025-07-08,614,90,79800,383,13300,253,46500,876,6600,479,7900,全て異なる,6,1,4,11,6,1,5,1,火曜日,0
6765,2025-07-09,843,41,120700,327,20100,129,70400,823,10000,404,12000,全て異なる,8,4,3,15,8,3,5,2,水曜日,0
6766,2025-07-10,364,130,81100,398,13500,173,47300,948,6700,423,8100,全て異なる,3,6,4,13,6,3,3,3,木曜日,0
6767,2025-07-11,324,150,77100,443,12800,236,44900,872,6400,570,7700,全て異なる,3,2,4,9,4,2,2,4,金曜日,0
6768,2025-07-14,588,160,83100,232,27700,170,55400,334,13800,822,8300,2桁一致,5,8,8,21,8,5,3,0,月曜日,1
6769,2025-07-15,548,73,92600,392,15400,160,54000,954,7700,410,9200,全て異なる,5,4,8,17,8,4,4,1,火曜日,0
6770,2025-07-16,693,71,70200,571,11700,229,40900,1422,5800,796,7000,全て異なる,6,9,3,18,9,3,6,2,水曜日,0
6771,2025-07-17,442,57,125900,147,41900,104,83900,292,20900,427,12500,2桁一致,4,4,2,10,4,2,2,3,木曜日,1
6772,2025-07-18,601,126,90700,355,15100,158,52900,824,7500,607,9000,全て異なる,6,0,1,7,6,0,6,4,金曜日,0
6773,2025-07-21,224,103,92600,200,30800,205,61700,320,15400,390,9200,2桁一致,2,2,4,8,4,2,2,0,月曜日,1
6774,2025-07-22,168,153,63800,379,10600,327,37200,841,5300,366,6300,全て異なる,1,6,8,15,8,1,7,1,火曜日,0
6775,2025-07-23,801,80,80300,539,13300,194,46800,1194,6600,318,8000,全て異なる,8,0,1,9,8,0,8,2,水曜日,0
6776,2025-07-24,671,229,71000,401,11800,124,41400,1080,5900,324,7100,全て異なる,6,7,1,14,7,1,6,3,木曜日,0
6777,2025-07-25,294,84,91600,445,15200,184,53400,1005,7600,408,9100,全て異なる,2,9,4,15,9,2,7,4,金曜日,0
6778,2025-07-28,648,223,60100,651,10000,293,35000,1302,5000,607,6000,全て異なる,6,4,8,18,8,4,4,0,月曜日,0
6779,2025-07-29,524,159,57100,790,9500,274,33300,971,4700,426,5700,全て異なる,5,2,4,11,5,2,3,1,火曜日,0
6780,2025-07-30,491,72,91400,382,15200,151,53300,994,7600,470,9100,全て異なる,4,9,1,14,9,1,8,2,水曜日,0
6781,2025-07-31,244,77,90500,206,30100,154,60300,273,15000,777,9000,2桁一致,2,4,4,10,4,2,2,3,木曜日,1
6782,2025-08-01,808,154,70600,266,23500,279,47000,255,11700,670,7000,2桁一致,8,0,8,16,8,0,8,4,金曜日,1
6783,2025-08-04,856,189,82700,390,13700,198,48200,933,6800,566,8200,全て異なる,8,5,6,19,8,5,3,0,月曜日,0
6784,2025-08-05,361,79,83400,496,13900,182,48600,1135,6900,401,8300,全て異なる,3,6,1,10,6,1,5,1,火曜日,0
6785,2025-08-06,300,236,67500,203,22500,153,45000,247,11200,685,6700,2桁一致,3,0,0,3,3,0,3,2,水曜日,1
6786,2025-08-07,207,47,103700,361,17200,195,60400,811,8600,384,10300,全て異なる,2,0,7,9,7,0,7,3,木曜日,0
6787,2025-08-08,657,43,138400,314,23000,111,80700,752,11500,475,13800,全て異なる,6,5,7,18,7,5,2,4,金曜日,0
6788,2025-08-11,90,79,98900,252,32900,155,65900,355,16400,620,9800,2桁一致,0,9,0,9,9,0,9,0,月曜日,1
6789,2025-08-12,462,110,78400,459,13000,168,45700,1151,6500,319,7800,全て異なる,4,6,2,12,6,2,4,1,火曜日,0
6790,2025-08-13,766,32,157900,121,52600,83,105200,168,26300,473,15700,2桁一致,7,6,6,19,7,6,1,2,水曜日,1
6791,2025-08-14,142,58,103100,390,17100,122,60100,988,8500,336,10300,全て異なる,1,4,2,7,4,1,3,3,木曜日,0
6792,2025-08-15,486,67,87600,523,14600,230,51100,1109,7300,459,8700,全て異なる,4,8,6,18,8,4,4,4,金曜日,0
6793,2025-08-18,776,87,99700,232,33200,223,66400,314,16600,530,9900,2桁一致,7,7,6,20,7,6,1,0,月曜日,1
6794,2025-08-19,631,152,88600,323,14700,111,51600,946,7300,404,8800,全て異なる,6,3,1,10,6,1,5,1,火曜日,0
6795,2025-08-20,218,106,71300,501,11800,261,41500,1085,5900,447,7100,全て異なる,2,1,8,11,8,1,7,2,水曜日,0
6796,2025-08-21,741,179,61300,597,10200,213,35700,1287,5100,443,6100,全て異なる,7,4,1,12,7,1,6,3,木曜日,0
6797,2025-08-22,461,113,77400,550,12900,235,45100,1210,6400,427,7700,全て異なる,4,6,1,11,6,1,5,4,金曜日,0
6798,2025-08-25,313,120,83900,253,27900,276,55900,346,13900,513,8300,2桁一致,3,1,3,7,3,1,2,0,月曜日,1
6799,2025-08-26,650,63,119100,296,19800,122,69400,699,9900,390,11900,全て異なる,6,5,0,11,6,0,6,1,火曜日,0
6800,2025-08-27,38,101,95100,389,15800,132,55400,972,7900,428,9500,全て異なる,0,3,8,11,8,0,8,2,水曜日,0
6801,2025-08-28,186,43,91300,509,15200,190,53200,1275,7600,368,9100,全て異なる,1,8,6,15,8,1,7,3,木曜日,0
6802,2025-08-29,805,81,97100,377,16100,218,56600,766,8000,534,9700,全て異なる,8,0,5,13,8,0,8,4,金曜日,0
6803,2025-09-01,229,115,83900,281,27900,222,55900,409,13900,839,8300,2桁一致,2,2,9,13,9,2,7,0,月曜日,1
6804,2025-09-02,275,49,87800,527,14600,179,51200,1202,7300,546,8700,全て異なる,2,7,5,14,7,2,5,1,火曜日,0
6805,2025-09-03,806,48,97600,363,16200,236,56900,888,8100,458,9700,全て異なる,8,0,6,14,8,0,8,2,水曜日,0
6806,2025-09-04,131,227,70200,228,23400,159,46800,422,11700,375,7000,2桁一致,1,3,1,5,3,1,2,3,木曜日,1
6807,2025-09-05,856,66,102600,345,17100,189,59800,845,8500,420,10200,全て異なる,8,5,6,19,8,5,3,4,金曜日,0
6808,2025-09-08,572,74,94300,692,15700,185,55000,1277,7800,460,9400,全て異なる,5,7,2,14,7,2,5,0,月曜日,0
6809,2025-09-09,891,166,79100,410,13100,153,46100,1007,6500,388,7900,全て異なる,8,9,1,18,9,1,8,1,火曜日,0
6810,2025-09-10,777,434,69100,0,0,0,0,0,0,664,6900,ゾロ目,7,7,7,21,7,7,0,2,水曜日,2
6811,2025-09-11,827,496,36600,562,6100,411,21300,1081,3000,490,3600,全て異なる,8,2,7,17,8,2,6,3,木曜日,0
6812,2025-09-12,411,73,99800,215,33200,170,66500,374,16600,502,9900,2桁一致,4,1,1,6,4,1,3,4,金曜日,1
6813,2025-09-15,573,70,90900,629,15100,170,53000,1183,7500,441,9000,全て異なる,5,7,3,15,7,3,4,0,月曜日,0
6814,2025-09-16,672,41,108700,400,18100,128,63400,982,9000,263,10800,全て異なる,6,7,2,15,7,2,5,1,火曜日,0
6815,2025-09-17,578,46,106300,414,17700,148,62000,889,8800,375,10600,全て異なる,5,7,8,20,8,5,3,2,水曜日,0
6816,2025-09-18,368,93,76400,455,12700,225,44500,1107,6300,409,7600,全て異なる,3,6,8,17,8,3,5,3,木曜日,0
6817,2025-09-19,630,96,93200,374,15500,230,54300,823,7700,400,9300,全て異なる,6,3,0,9,6,0,6,4,金曜日,0
6818,2025-09-22,64,66,120100,416,20000,133,70000,921,10000,443,12000,全て異なる,0,6,4,10,6,0,6,0,月曜日,0
6819,2025-09-23,72,274,63400,324,10500,171,36900,735,5200,339,6300,全て異なる,0,7,2,9,7,0,7,1,火曜日,0
6820,2025-09-24,55,134,91500,195,30500,108,61000,260,15200,485,9100,2桁一致,0,5,5,10,5,0,5,2,水曜日,1
6821,2025-09-25,439,156,71800,420,11900,237,41800,932,5900,500,7100,全て異なる,4,3,9,16,9,3,6,3,木曜日,0
6822,2025-09-26,49,257,65100,384,10800,178,37900,1006,5400,523,6500,全て異なる,0,4,9,13,9,0,9,4,金曜日,0
6823,2025-09-29,789,144,95400,362,15900,177,55600,756,7900,494,9500,全て異なる,7,8,9,24,9,7,2,0,月曜日,0
6824,2025-09-30,194,88,84800,453,14100,209,49400,1032,7000,412,8400,全て異なる,1,9,4,14,9,1,8,1,火曜日,0
6825,2025-10-01,213,128,73200,472,12200,248,42700,1089,6100,472,7300,全て異なる,2,1,3,6,3,1,2,2,水曜日,0
6826,2025-10-02,936,89,81800,504,13600,165,47700,1185,6800,452,8100,全て異なる,9,3,6,18,9,3,6,3,木曜日,0
6827,2025-10-03,279,67,88300,479,14700,214,51500,1190,7300,400,8800,全て異なる,2,7,9,18,9,2,7,4,金曜日,0
6828,2025-10-06,523,122,78000,552,13000,263,45500,1042,6500,671,7800,全て異なる,5,2,3,10,5,2,3,0,月曜日,0
6829,2025-10-07,654,42,104100,395,17300,143,60700,926,8600,502,10400,全て異なる,6,5,4,15,6,4,2,1,火曜日,0
6830,2025-10-08,404,52,114300,207,38100,111,76200,280,19000,448,11400,2桁一致,4,0,4,8,4,0,4,2,水曜日,1
6831,2025-10-09,636,185,87600,139,29200,97,58400,229,14600,367,8700,2桁一致,6,3,6,15,6,3,3,3,木曜日,1
6832,2025-10-10,708,77,106500,332,17700,177,62100,774,8800,394,10600,全て異なる,7,0,8,15,8,0,8,4,金曜日,0
6833,2025-10-13,278,87,86100,510,14300,220,50200,995,7100,400,8600,全て異なる,2,7,8,17,8,2,6,0,月曜日,0
6834,2025-10-14,404,331,63400,121,21100,101,42200,237,10500,342,6300,2桁一致,4,0,4,8,4,0,4,1,火曜日,1
6835,2025-10-15,374,94,85200,416,14200,213,49700,912,7100,431,8500,全て異なる,3,7,4,14,7,3,4,2,水曜日,0
6836,2025-10-16,157,137,70300,466,11700,223,41000,1117,5800,429,7000,全て異なる,1,5,7,13,7,1,6,3,木曜日,0
6837,2025-10-17,729,111,83000,433,13800,273,48400,907,6900,484,8300,全て異なる,7,2,9,18,9,2,7,4,金曜日,0
6838,2025-10-20,518,157,81500,497,13500,258,47500,885,6700,626,8100,全て異なる,5,1,8,14,8,1,7,0,月曜日,0
6839,2025-10-21,204,177,71700,347,11900,186,41800,920,5900,623,7100,全て異なる,2,0,4,6,4,0,4,1,火曜日,0
6840,2025-10-22,139,216,60900,463,10100,187,35500,1266,5000,422,6000,全て異なる,1,3,9,13,9,1,8,2,水曜日,0
6841,2025-10-23,209,65,78700,412,13100,226,45900,924,6500,717,7800,全て異なる,2,0,9,11,9,0,9,3,木曜日,0
6842,2025-10-24,472,97,76800,652,12800,212,44800,1389,6400,413,7600,全て異なる,4,7,2,13,7,2,5,4,金曜日,0
6843,2025-10-27,631,99,80600,641,13400,210,47000,1424,6700,470,8000,全て異なる,6,3,1,10,6,1,5,0,月曜日,0
6844,2025-10-28,656,55,123700,173,41200,124,82400,240,20600,428,12300,2桁一致,6,5,6,17,6,5,1,1,火曜日,1
6845,2025-10-29,652,154,83700,415,13900,129,48800,993,6900,329,8300,全て異なる,6,5,2,13,6,2,4,2,水曜日,0
6846,2025-10-30,13,51,95600,467,15900,138,55700,1224,7900,374,9500,全て異なる,0,1,3,4,3,0,3,3,木曜日,0
6847,2025-10-31,395,143,81800,375,13600,190,47700,912,6800,417,8100,全て異なる,3,9,5,17,9,3,6,4,金曜日,0
6848,2025-11-03,810,397,45700,721,7600,392,26600,1375,3800,509,4500,全て異なる,8,1,0,9,8,0,8,0,月曜日,0
6849,2025-11-04,684,151,73300,465,12200,186,42700,1030,6100,430,7300,全て異なる,6,8,4,18,8,4,4,1,火曜日,0
6850,2025-11-05,344,61,118500,149,39500,115,79000,312,19700,572,11800,2桁一致,3,4,4,11,4,3,1,2,水曜日,1
6851,2025-11-06,199,256,62900,192,20900,148,41900,311,10400,854,6200,2桁一致,1,9,9,19,9,1,8,3,木曜日,1
6852,2025-11-07,289,129,71300,574,11800,246,41500,1256,5900,447,7100,全て異なる,2,8,9,19,9,2,7,4,金曜日,0
6853,2025-11-10,256,106,86800,468,14400,247,50600,1036,7200,450,8600,全て異なる,2,5,6,13,6,2,4,0,月曜日,0
6854,2025-11-11,758,426,50700,332,8400,187,29500,697,4200,430,5000,全て異なる,7,5,8,20,8,5,3,1,火曜日,0
6855,2025-11-12,663,272,73300,147,24400,112,48800,217,12200,462,7300,2桁一致,6,6,3,15,6,3,3,2,水曜日,1
6856,2025-11-13,790,186,81200,348,13500,138,47300,709,6700,429,8100,全て異なる,7,9,0,16,9,0,9,3,木曜日,0
6857,2025-11-14,706,87,112100,309,18600,137,65300,670,9300,390,11200,全て異なる,7,0,6,13,7,0,7,4,金曜日,0
